Process Date,Process ID,Artifact name,Library concentration (nM),Size (bp)
2020-03-11,24-79436,8636-19,11.133985410523751,501
2020-03-11,24-79436,8637-19,14.965978693526937,542
2020-03-11,24-79436,10253-19,13.638381944270039,514
2020-03-11,24-79436,11205-19,13.61930135647336,518
2020-03-11,24-79436,11257-19,11.887026033948217,533
2020-03-11,24-79436,11466-19,14.300878358615204,513
2020-03-11,24-79436,11515-19,13.175407831516031,524
2020-03-11,24-79436,11545-19,11.550299094431237,525
2020-03-11,24-79436,11655-19,11.41565253707353,544
2020-03-11,24-79436,11691-19,13.402011199150449,557
2020-03-11,24-79436,11734-19,16.054707099965555,511
2020-03-11,24-79436,11777-19,13.144649235418868,530
2020-03-11,24-79436,11824-19,13.778718923313555,546
2020-03-11,24-79436,11930-19,6.759220825699678,498
2020-03-11,24-79436,11955-19,10.47932393796326,577
2020-03-11,24-79436,12011-19,12.60827132326868,530
2020-03-11,24-79436,12061-19,13.700321222550382,524
2020-03-11,24-79436,12218-19,13.65756812995903,537
2020-03-11,24-79436,6593-13,14.811388084911647,541
2020-03-11,24-79436,71-20,10.72485640681639,537
2020-03-16,24-80501,5963-19,10.9490669279,560
